u_1	u_2	z_1	z_2	Obj	ϕ_1	ϕ_2
0.326000	0.674000	3.000000	1.538467	-0.211475	0.800681	-0.596494	1.397174
0.327000	0.673000	3.000000	1.539756	-0.211554	0.800093	-0.596112	1.396205
0.328000	0.672000	3.000000	1.541049	-0.211633	0.799506	-0.595730	1.395236
0.329000	0.671000	3.000000	1.542346	-0.211712	0.798920	-0.595348	1.394268
0.330000	0.670000	3.000000	1.543646	-0.211792	0.798333	-0.594966	1.393300
0.331000	0.669000	3.000000	1.544951	-0.211871	0.797747	-0.594585	1.392332
0.332000	0.668000	3.000000	1.546259	-0.211951	0.797161	-0.594204	1.391365
0.333000	0.667000	3.000000	1.547572	-0.212032	0.796575	-0.593823	1.390398
0.334000	0.666000	3.000000	1.548888	-0.212112	0.795989	-0.593443	1.389432
0.335000	0.665000	3.000000	1.550209	-0.212193	0.795404	-0.593062	1.388466
0.336000	0.664000	3.000000	1.551533	-0.212274	0.794819	-0.592682	1.387501
0.337000	0.663000	3.000000	1.552861	-0.212355	0.794234	-0.592302	1.386536
0.338000	0.662000	3.000000	1.554194	-0.212436	0.793649	-0.591922	1.385572
0.339000	0.661000	3.000000	1.555530	-0.212518	0.793065	-0.591543	1.384608
0.340000	0.660000	3.000000	1.556871	-0.212600	0.792481	-0.591164	1.383644
0.341000	0.659000	3.000000	1.558215	-0.212682	0.791897	-0.590785	1.382681
0.342000	0.658000	3.000000	1.559564	-0.212764	0.791313	-0.590406	1.381719
0.343000	0.657000	3.000000	1.560917	-0.212847	0.790730	-0.590027	1.380757
0.344000	0.656000	3.000000	1.562274	-0.212930	0.790146	-0.589649	1.379795
0.345000	0.655000	3.000000	1.563635	-0.213013	0.789563	-0.589271	1.378834
0.346000	0.654000	3.000000	1.565000	-0.213096	0.788980	-0.588893	1.377874
0.347000	0.653000	3.000000	1.566370	-0.213180	0.788398	-0.588516	1.376913
0.348000	0.652000	3.000000	1.567743	-0.213264	0.787816	-0.588138	1.375954
0.349000	0.651000	3.000000	1.569121	-0.213348	0.787234	-0.587761	1.374995
0.350000	0.650000	3.000000	1.570503	-0.213432	0.786652	-0.587384	1.374036
0.351000	0.649000	3.000000	1.571890	-0.213517	0.786070	-0.587008	1.373078
0.352000	0.648000	3.000000	1.573280	-0.213602	0.785489	-0.586631	1.372120
0.353000	0.647000	3.000000	1.574676	-0.213687	0.784908	-0.586255	1.371163
0.354000	0.646000	3.000000	1.576075	-0.213773	0.784327	-0.585879	1.370206
0.355000	0.645000	3.000000	1.577479	-0.213858	0.783746	-0.585504	1.369250
0.356000	0.644000	3.000000	1.578887	-0.213944	0.783166	-0.585128	1.368294
0.357000	0.643000	3.000000	1.580299	-0.214031	0.782586	-0.584753	1.367339
0.358000	0.642000	3.000000	1.581716	-0.214117	0.782006	-0.584378	1.366384
0.359000	0.641000	3.000000	1.583137	-0.214204	0.781426	-0.584004	1.365430
0.360000	0.640000	3.000000	1.584563	-0.214291	0.780847	-0.583629	1.364476
0.361000	0.639000	3.000000	1.585994	-0.214379	0.780268	-0.583255	1.363523
0.362000	0.638000	3.000000	1.587428	-0.214466	0.779689	-0.582881	1.362571
0.363000	0.637000	3.000000	1.588868	-0.214554	0.779111	-0.582508	1.361618
0.364000	0.636000	3.000000	1.590311	-0.214642	0.778532	-0.582134	1.360667
0.365000	0.635000	3.000000	1.591760	-0.214731	0.777954	-0.581761	1.359716
0.366000	0.634000	3.000000	1.593213	-0.214820	0.777377	-0.581388	1.358765
0.367000	0.633000	3.000000	1.594670	-0.214909	0.776799	-0.581016	1.357815
0.368000	0.632000	3.000000	1.596133	-0.214998	0.776222	-0.580644	1.356866
0.369000	0.631000	3.000000	1.597599	-0.215087	0.775645	-0.580272	1.355917
0.370000	0.630000	3.000000	1.599071	-0.215177	0.775068	-0.579900	1.354968
0.371000	0.629000	3.000000	1.600547	-0.215268	0.774492	-0.579528	1.354020
0.372000	0.628000	3.000000	1.602028	-0.215358	0.773916	-0.579157	1.353073
0.373000	0.627000	3.000000	1.603514	-0.215449	0.773340	-0.578786	1.352126
0.374000	0.626000	3.000000	1.605004	-0.215540	0.772764	-0.578416	1.351180
0.375000	0.625000	3.000000	1.606500	-0.215631	0.772189	-0.578045	1.350234
0.376000	0.624000	3.000000	1.608000	-0.215723	0.771614	-0.577675	1.349289
0.377000	0.623000	3.000000	1.609504	-0.215815	0.771039	-0.577305	1.348344
0.378000	0.622000	3.000000	1.611014	-0.215907	0.770465	-0.576936	1.347400
0.379000	0.621000	3.000000	1.612529	-0.215999	0.769890	-0.576566	1.346457
0.380000	0.620000	3.000000	1.614048	-0.216092	0.769316	-0.576197	1.345514
0.381000	0.619000	3.000000	1.615573	-0.216185	0.768743	-0.575829	1.344571
0.382000	0.618000	3.000000	1.617102	-0.216279	0.768169	-0.575460	1.343630
0.383000	0.617000	3.000000	1.618636	-0.216372	0.767596	-0.575092	1.342688
0.384000	0.616000	3.000000	1.620176	-0.216467	0.767024	-0.574724	1.341748
0.385000	0.615000	3.000000	1.621720	-0.216561	0.766451	-0.574357	1.340808
0.386000	0.614000	3.000000	1.623270	-0.216655	0.765879	-0.573989	1.339868
0.387000	0.613000	3.000000	1.624824	-0.216750	0.765307	-0.573622	1.338929
0.388000	0.612000	3.000000	1.626384	-0.216846	0.764735	-0.573256	1.337991
0.389000	0.611000	3.000000	1.627948	-0.216941	0.764164	-0.572889	1.337053
0.390000	0.610000	3.000000	1.629518	-0.217037	0.763593	-0.572523	1.336116
0.391000	0.609000	3.000000	1.631093	-0.217133	0.763022	-0.572157	1.335179
0.392000	0.608000	3.000000	1.632673	-0.217230	0.762452	-0.571792	1.334243
0.393000	0.607000	3.000000	1.634259	-0.217327	0.761882	-0.571426	1.333308
0.394000	0.606000	3.000000	1.635850	-0.217424	0.761312	-0.571061	1.332373
0.395000	0.605000	3.000000	1.637445	-0.217521	0.760742	-0.570697	1.331439
0.396000	0.604000	3.000000	1.639047	-0.217619	0.760173	-0.570333	1.330505
0.397000	0.603000	3.000000	1.640653	-0.217717	0.759604	-0.569968	1.329572
0.398000	0.602000	3.000000	1.642265	-0.217816	0.759035	-0.569605	1.328640
0.399000	0.601000	3.000000	1.643883	-0.217915	0.758467	-0.569241	1.327708
0.400000	0.600000	3.000000	1.645505	-0.218014	0.757899	-0.568878	1.326777
0.401000	0.599000	3.000000	1.647134	-0.218113	0.757331	-0.568515	1.325847
0.402000	0.598000	3.000000	1.648767	-0.218213	0.756764	-0.568153	1.324917
0.403000	0.597000	3.000000	1.650406	-0.218313	0.756197	-0.567791	1.323988
0.404000	0.596000	3.000000	1.652051	-0.218414	0.755630	-0.567429	1.323059
0.405000	0.595000	3.000000	1.653701	-0.218514	0.755064	-0.567067	1.322131
0.406000	0.594000	3.000000	1.655357	-0.218616	0.754498	-0.566706	1.321204
0.407000	0.593000	3.000000	1.657018	-0.218717	0.753932	-0.566345	1.320277
0.408000	0.592000	3.000000	1.658685	-0.218819	0.753366	-0.565985	1.319351
0.409000	0.591000	3.000000	1.660358	-0.218921	0.752801	-0.565624	1.318426
0.410000	0.590000	3.000000	1.662036	-0.219024	0.752236	-0.565265	1.317501
0.411000	0.589000	3.000000	1.663721	-0.219126	0.751672	-0.564905	1.316577
0.412000	0.588000	3.000000	1.665410	-0.219230	0.751108	-0.564546	1.315653
0.413000	0.587000	3.000000	1.667106	-0.219333	0.750544	-0.564187	1.314731
0.414000	0.586000	3.000000	1.668807	-0.219437	0.749980	-0.563828	1.313808
0.415000	0.585000	3.000000	1.670515	-0.219541	0.749417	-0.563470	1.312887
0.416000	0.584000	3.000000	1.672228	-0.219646	0.748854	-0.563112	1.311966
0.417000	0.583000	3.000000	1.673947	-0.219751	0.748292	-0.562754	1.311046
0.418000	0.582000	3.000000	1.675672	-0.219856	0.747730	-0.562397	1.310127
0.419000	0.581000	3.000000	1.677403	-0.219962	0.747168	-0.562040	1.309208
0.420000	0.580000	3.000000	1.679140	-0.220068	0.746606	-0.561684	1.308290
0.421000	0.579000	3.000000	1.680882	-0.220175	0.746045	-0.561327	1.307373
0.422000	0.578000	3.000000	1.682631	-0.220282	0.745485	-0.560971	1.306456
0.423000	0.577000	3.000000	1.684386	-0.220389	0.744924	-0.560616	1.305540
0.424000	0.576000	3.000000	1.686148	-0.220496	0.744364	-0.560261	1.304625
0.425000	0.575000	3.000000	1.687915	-0.220604	0.743804	-0.559906	1.303710
0.426000	0.574000	3.000000	1.689688	-0.220713	0.743245	-0.559551	1.302796
0.427000	0.573000	3.000000	1.691468	-0.220821	0.742686	-0.559197	1.301883
0.428000	0.572000	3.000000	1.693254	-0.220930	0.742127	-0.558844	1.300971
0.429000	0.571000	3.000000	1.695046	-0.221040	0.741569	-0.558490	1.300059
0.430000	0.570000	3.000000	1.696845	-0.221150	0.741011	-0.558137	1.299148
0.431000	0.569000	3.000000	1.698650	-0.221260	0.740454	-0.557784	1.298238
0.432000	0.568000	3.000000	1.700461	-0.221371	0.739896	-0.557432	1.297328
0.433000	0.567000	3.000000	1.702279	-0.221482	0.739340	-0.557080	1.296420
0.434000	0.566000	3.000000	1.704103	-0.221593	0.738783	-0.556729	1.295512
0.435000	0.565000	3.000000	1.705933	-0.221705	0.738227	-0.556377	1.294604
0.436000	0.564000	3.000000	1.707770	-0.221817	0.737671	-0.556026	1.293698
0.437000	0.563000	3.000000	1.709614	-0.221930	0.737116	-0.555676	1.292792
0.438000	0.562000	3.000000	1.711464	-0.222043	0.736561	-0.555326	1.291887
0.439000	0.561000	3.000000	1.713321	-0.222156	0.736007	-0.554976	1.290983
0.440000	0.560000	3.000000	1.715185	-0.222270	0.735452	-0.554627	1.290079
0.441000	0.559000	3.000000	1.717055	-0.222384	0.734899	-0.554278	1.289176
0.442000	0.558000	3.000000	1.718932	-0.222499	0.734345	-0.553929	1.288274
0.443000	0.557000	3.000000	1.720815	-0.222614	0.733792	-0.553581	1.287373
0.444000	0.556000	3.000000	1.722706	-0.222729	0.733239	-0.553233	1.286473
0.445000	0.555000	3.000000	1.724603	-0.222845	0.732687	-0.552886	1.285573
0.446000	0.554000	3.000000	1.726508	-0.222962	0.732135	-0.552539	1.284674
0.447000	0.553000	3.000000	1.728419	-0.223078	0.731584	-0.552192	1.283776
0.448000	0.552000	3.000000	1.730337	-0.223196	0.731033	-0.551846	1.282879
0.449000	0.551000	3.000000	1.732262	-0.223313	0.730482	-0.551500	1.281982
0.450000	0.550000	3.000000	1.734194	-0.223431	0.729932	-0.551155	1.281087
0.451000	0.549000	3.000000	1.736133	-0.223550	0.729382	-0.550810	1.280192
0.452000	0.548000	3.000000	1.738079	-0.223669	0.728833	-0.550465	1.279298
0.453000	0.547000	3.000000	1.740033	-0.223788	0.728284	-0.550121	1.278405
0.454000	0.546000	3.000000	1.741993	-0.223908	0.727735	-0.549777	1.277512
0.455000	0.545000	3.000000	1.743961	-0.224028	0.727187	-0.549434	1.276621
0.456000	0.544000	3.000000	1.745936	-0.224148	0.726639	-0.549091	1.275730
0.457000	0.543000	3.000000	1.747918	-0.224270	0.726092	-0.548748	1.274840
0.458000	0.542000	3.000000	1.749908	-0.224391	0.725545	-0.548406	1.273951
0.459000	0.541000	3.000000	1.751905	-0.224513	0.724998	-0.548065	1.273063
0.460000	0.540000	3.000000	1.753910	-0.224635	0.724452	-0.547723	1.272175
0.461000	0.539000	3.000000	1.755922	-0.224758	0.723906	-0.547382	1.271289
0.462000	0.538000	3.000000	1.757941	-0.224882	0.723361	-0.547042	1.270403
0.463000	0.537000	3.000000	1.759968	-0.225006	0.722816	-0.546702	1.269518
0.464000	0.536000	3.000000	1.762003	-0.225130	0.722272	-0.546362	1.268634
0.465000	0.535000	3.000000	1.764045	-0.225255	0.721728	-0.546023	1.267751
0.466000	0.534000	3.000000	1.766095	-0.225380	0.721185	-0.545685	1.266869
0.467000	0.533000	3.000000	1.768153	-0.225506	0.720642	-0.545346	1.265988
0.468000	0.532000	3.000000	1.770218	-0.225632	0.720099	-0.545009	1.265108
0.469000	0.531000	3.000000	1.772291	-0.225758	0.719557	-0.544671	1.264228
0.470000	0.530000	3.000000	1.774372	-0.225885	0.719015	-0.544334	1.263349
0.471000	0.529000	3.000000	1.776461	-0.226013	0.718474	-0.543998	1.262472
0.472000	0.528000	3.000000	1.778558	-0.226141	0.717933	-0.543662	1.261595
0.473000	0.527000	3.000000	1.780663	-0.226270	0.717393	-0.543326	1.260719
0.474000	0.526000	3.000000	1.782776	-0.226399	0.716853	-0.542991	1.259844
0.475000	0.525000	3.000000	1.784897	-0.226528	0.716313	-0.542657	1.258970
0.476000	0.524000	3.000000	1.787026	-0.226658	0.715774	-0.542323	1.258097
0.477000	0.523000	3.000000	1.789164	-0.226789	0.715236	-0.541989	1.257225
0.478000	0.522000	3.000000	1.791309	-0.226920	0.714698	-0.541656	1.256354
0.479000	0.521000	3.000000	1.793463	-0.227052	0.714160	-0.541323	1.255483
0.480000	0.520000	3.000000	1.795625	-0.227184	0.713623	-0.540991	1.254614
0.481000	0.519000	3.000000	1.797796	-0.227316	0.713087	-0.540659	1.253746
0.482000	0.518000	3.000000	1.799974	-0.227449	0.712551	-0.540328	1.252878
0.483000	0.517000	3.000000	1.802162	-0.227583	0.712015	-0.539997	1.252012
0.484000	0.516000	3.000000	1.804358	-0.227717	0.711480	-0.539666	1.251147
0.485000	0.515000	3.000000	1.806562	-0.227852	0.710945	-0.539337	1.250282
0.486000	0.514000	3.000000	1.808775	-0.227987	0.710411	-0.539007	1.249419
0.487000	0.513000	3.000000	1.810997	-0.228123	0.709878	-0.538678	1.248556
0.488000	0.512000	3.000000	1.813227	-0.228259	0.709345	-0.538350	1.247695
0.489000	0.511000	3.000000	1.815466	-0.228396	0.708812	-0.538022	1.246834
0.490000	0.510000	3.000000	1.817714	-0.228533	0.708280	-0.537695	1.245975
0.491000	0.509000	3.000000	1.819971	-0.228671	0.707748	-0.537368	1.245116
0.492000	0.508000	3.000000	1.822237	-0.228809	0.707217	-0.537042	1.244259
0.493000	0.507000	3.000000	1.824512	-0.228948	0.706687	-0.536716	1.243402
0.494000	0.506000	3.000000	1.826796	-0.229088	0.706156	-0.536391	1.242547
0.495000	0.505000	3.000000	1.829089	-0.229228	0.705627	-0.536066	1.241693
0.496000	0.504000	3.000000	1.831391	-0.229368	0.705098	-0.535742	1.240839
0.497000	0.503000	3.000000	1.833702	-0.229509	0.704569	-0.535418	1.239987
0.498000	0.502000	3.000000	1.836022	-0.229651	0.704041	-0.535095	1.239136
0.499000	0.501000	3.000000	1.838352	-0.229794	0.703514	-0.534772	1.238286
0.500000	0.500000	3.000000	1.840691	-0.229936	0.702987	-0.534450	1.237437
0.501000	0.499000	3.000000	1.843039	-0.230080	0.702461	-0.534128	1.236589
0.502000	0.498000	3.000000	1.845397	-0.230224	0.701935	-0.533807	1.235742
0.503000	0.497000	3.000000	1.847765	-0.230369	0.701410	-0.533487	1.234896
0.504000	0.496000	3.000000	1.850142	-0.230514	0.700885	-0.533167	1.234052
0.505000	0.495000	3.000000	1.852529	-0.230660	0.700361	-0.532847	1.233208
0.506000	0.494000	3.000000	1.854925	-0.230806	0.699837	-0.532528	1.232366
0.507000	0.493000	3.000000	1.857331	-0.230953	0.699314	-0.532210	1.231524
0.508000	0.492000	3.000000	1.859747	-0.231100	0.698792	-0.531892	1.230684
0.509000	0.491000	3.000000	1.862173	-0.231249	0.698270	-0.531575	1.229845
0.510000	0.490000	3.000000	1.864609	-0.231397	0.697749	-0.531258	1.229007
0.511000	0.489000	3.000000	1.867055	-0.231547	0.697228	-0.530942	1.228170
0.512000	0.488000	3.000000	1.869511	-0.231697	0.696708	-0.530627	1.227335
0.513000	0.487000	3.000000	1.871977	-0.231847	0.696188	-0.530312	1.226500
0.514000	0.486000	3.000000	1.874453	-0.231999	0.695669	-0.529998	1.225667
0.515000	0.485000	3.000000	1.876940	-0.232151	0.695151	-0.529684	1.224835
0.516000	0.484000	3.000000	1.879436	-0.232303	0.694633	-0.529371	1.224004
0.517000	0.483000	3.000000	1.881944	-0.232456	0.694115	-0.529058	1.223174
0.518000	0.482000	3.000000	1.884461	-0.232610	0.693599	-0.528746	1.222345
0.519000	0.481000	3.000000	1.886989	-0.232765	0.693083	-0.528435	1.221518
0.520000	0.480000	3.000000	1.889528	-0.232920	0.692567	-0.528124	1.220692
0.521000	0.479000	3.000000	1.892077	-0.233075	0.692053	-0.527814	1.219867
0.522000	0.478000	3.000000	1.894638	-0.233232	0.691538	-0.527505	1.219043
0.523000	0.477000	3.000000	1.897208	-0.233389	0.691025	-0.527196	1.218221
0.524000	0.476000	3.000000	1.899790	-0.233546	0.690512	-0.526888	1.217399
0.525000	0.475000	3.000000	1.902383	-0.233705	0.689999	-0.526580	1.216579
0.526000	0.474000	3.000000	1.904986	-0.233864	0.689488	-0.526273	1.215761
0.527000	0.473000	3.000000	1.907601	-0.234024	0.688977	-0.525967	1.214943
0.528000	0.472000	3.000000	1.910227	-0.234184	0.688466	-0.525661	1.214127
0.529000	0.471000	3.000000	1.912864	-0.234345	0.687956	-0.525356	1.213312
0.530000	0.470000	3.000000	1.915512	-0.234507	0.687447	-0.525051	1.212499
0.531000	0.469000	3.000000	1.918171	-0.234669	0.686939	-0.524747	1.211686
0.532000	0.468000	3.000000	1.920842	-0.234832	0.686431	-0.524444	1.210875
0.533000	0.467000	3.000000	1.923525	-0.234996	0.685924	-0.524142	1.210066
0.534000	0.466000	3.000000	1.926219	-0.235161	0.685417	-0.523840	1.209257
0.535000	0.465000	3.000000	1.928925	-0.235326	0.684911	-0.523539	1.208450
0.536000	0.464000	3.000000	1.931642	-0.235492	0.684406	-0.523238	1.207644
0.537000	0.463000	3.000000	1.934371	-0.235659	0.683902	-0.522938	1.206840
0.538000	0.462000	3.000000	1.937112	-0.235826	0.683398	-0.522639	1.206037
0.539000	0.461000	3.000000	1.939865	-0.235994	0.682895	-0.522341	1.205236
0.540000	0.460000	3.000000	1.942630	-0.236163	0.682392	-0.522043	1.204435
0.541000	0.459000	3.000000	1.945407	-0.236333	0.681891	-0.521746	1.203637
0.542000	0.458000	3.000000	1.948197	-0.236503	0.681390	-0.521449	1.202839
0.543000	0.457000	3.000000	1.950998	-0.236674	0.680889	-0.521154	1.202043
0.544000	0.456000	3.000000	1.953812	-0.236846	0.680390	-0.520859	1.201248
0.545000	0.455000	3.000000	1.956639	-0.237019	0.679891	-0.520564	1.200455
0.546000	0.454000	3.000000	1.959477	-0.237192	0.679393	-0.520271	1.199663
0.547000	0.453000	3.000000	1.962329	-0.237367	0.678895	-0.519978	1.198873
0.548000	0.452000	3.000000	1.965193	-0.237541	0.678398	-0.519686	1.198084
0.549000	0.451000	3.000000	1.968070	-0.237717	0.677902	-0.519395	1.197297
0.550000	0.450000	3.000000	1.970959	-0.237894	0.677407	-0.519104	1.196511
0.551000	0.449000	3.000000	1.973862	-0.238071	0.676912	-0.518814	1.195726
0.552000	0.448000	3.000000	1.976778	-0.238249	0.676419	-0.518525	1.194943
0.553000	0.447000	3.000000	1.979706	-0.238428	0.675926	-0.518236	1.194162
0.554000	0.446000	3.000000	1.982648	-0.238608	0.675433	-0.517949	1.193382
0.555000	0.445000	3.000000	1.985604	-0.238788	0.674942	-0.517662	1.192604
0.556000	0.444000	3.000000	1.988572	-0.238970	0.674451	-0.517376	1.191827
0.557000	0.443000	3.000000	1.991554	-0.239152	0.673961	-0.517090	1.191051
0.558000	0.442000	3.000000	1.994550	-0.239335	0.673472	-0.516806	1.190278
0.559000	0.441000	3.000000	1.997559	-0.239519	0.672983	-0.516522	1.189505
0.560000	0.440000	3.000000	2.000582	-0.239703	0.672496	-0.516239	1.188735
0.561000	0.439000	3.000000	2.003619	-0.239889	0.672009	-0.515957	1.187966
0.562000	0.438000	3.000000	2.006670	-0.240075	0.671523	-0.515675	1.187198
0.563000	0.437000	3.000000	2.009734	-0.240262	0.671038	-0.515394	1.186432
0.564000	0.436000	3.000000	2.012813	-0.240450	0.670553	-0.515115	1.185668
0.565000	0.435000	3.000000	2.015906	-0.240639	0.670070	-0.514836	1.184905
0.566000	0.434000	3.000000	2.019014	-0.240829	0.669587	-0.514557	1.184144
0.567000	0.433000	3.000000	2.022136	-0.241020	0.669105	-0.514280	1.183385
0.568000	0.432000	3.000000	2.025272	-0.241211	0.668624	-0.514003	1.182627
0.569000	0.431000	3.000000	2.028423	-0.241404	0.668144	-0.513728	1.181871
0.570000	0.430000	3.000000	2.031589	-0.241597	0.667664	-0.513453	1.181117
0.571000	0.429000	3.000000	2.034769	-0.241792	0.667186	-0.513179	1.180364
0.572000	0.428000	3.000000	2.037965	-0.241987	0.666708	-0.512906	1.179613
0.573000	0.427000	3.000000	2.041175	-0.242183	0.666231	-0.512633	1.178864
0.574000	0.426000	3.000000	2.044401	-0.242380	0.665755	-0.512362	1.178117
0.575000	0.425000	3.000000	2.047642	-0.242578	0.665280	-0.512091	1.177371
0.576000	0.424000	3.000000	2.050898	-0.242777	0.664806	-0.511822	1.176627
0.577000	0.423000	3.000000	2.054170	-0.242977	0.664332	-0.511553	1.175885
0.578000	0.422000	3.000000	2.057457	-0.243177	0.663860	-0.511285	1.175145
0.579000	0.421000	3.000000	2.060760	-0.243379	0.663388	-0.511018	1.174406
0.580000	0.420000	3.000000	2.064079	-0.243582	0.662918	-0.510752	1.173669
0.581000	0.419000	3.000000	2.067414	-0.243786	0.662448	-0.510487	1.172934
0.582000	0.418000	3.000000	2.070765	-0.243990	0.661979	-0.510222	1.172201
0.583000	0.417000	3.000000	2.074132	-0.244196	0.661511	-0.509959	1.171470
0.584000	0.416000	3.000000	2.077515	-0.244403	0.661044	-0.509696	1.170741
0.585000	0.415000	3.000000	2.080915	-0.244610	0.660578	-0.509435	1.170013
0.586000	0.414000	3.000000	2.084331	-0.244819	0.660113	-0.509174	1.169287
0.587000	0.413000	3.000000	2.087763	-0.245029	0.659649	-0.508915	1.168564
0.588000	0.412000	3.000000	2.091213	-0.245239	0.659186	-0.508656	1.167842
0.589000	0.411000	3.000000	2.094679	-0.245451	0.658724	-0.508398	1.167122
0.590000	0.410000	3.000000	2.098162	-0.245664	0.658262	-0.508142	1.166404
0.591000	0.409000	3.000000	2.101663	-0.245878	0.657802	-0.507886	1.165688
0.592000	0.408000	3.000000	2.105180	-0.246092	0.657343	-0.507631	1.164974
0.593000	0.407000	3.000000	2.108715	-0.246308	0.656885	-0.507377	1.164262
0.594000	0.406000	3.000000	2.112268	-0.246525	0.656428	-0.507125	1.163552
0.595000	0.405000	3.000000	2.115838	-0.246744	0.655971	-0.506873	1.162844
0.596000	0.404000	3.000000	2.119426	-0.246963	0.655516	-0.506622	1.162138
0.597000	0.403000	3.000000	2.123032	-0.247183	0.655062	-0.506372	1.161434
0.598000	0.402000	3.000000	2.126656	-0.247404	0.654609	-0.506124	1.160733
0.599000	0.401000	3.000000	2.130298	-0.247627	0.654157	-0.505876	1.160033
0.600000	0.400000	3.000000	2.133958	-0.247850	0.653706	-0.505630	1.159335
0.601000	0.399000	3.000000	2.137637	-0.248075	0.653256	-0.505384	1.158640
0.602000	0.398000	3.000000	2.141334	-0.248301	0.652807	-0.505140	1.157946
0.603000	0.397000	3.000000	2.145050	-0.248528	0.652359	-0.504896	1.157255
0.604000	0.396000	3.000000	2.148785	-0.248756	0.651912	-0.504654	1.156566
0.605000	0.395000	3.000000	2.152539	-0.248985	0.651466	-0.504413	1.155879
0.606000	0.394000	3.000000	2.156312	-0.249216	0.651022	-0.504172	1.155194
0.607000	0.393000	3.000000	2.160105	-0.249447	0.650578	-0.503933	1.154512
0.608000	0.392000	3.000000	2.163916	-0.249680	0.650136	-0.503695	1.153831
0.609000	0.391000	3.000000	2.167748	-0.249914	0.649695	-0.503459	1.153153
0.610000	0.390000	3.000000	2.171599	-0.250150	0.649255	-0.503223	1.152478
0.611000	0.389000	3.000000	2.175470	-0.250386	0.648816	-0.502988	1.151804
0.612000	0.388000	3.000000	2.179361	-0.250624	0.648378	-0.502755	1.151133
0.613000	0.387000	3.000000	2.183272	-0.250863	0.647941	-0.502523	1.150464
0.614000	0.386000	3.000000	2.187204	-0.251103	0.647506	-0.502292	1.149798
0.615000	0.385000	3.000000	2.191156	-0.251344	0.647072	-0.502062	1.149133
0.616000	0.384000	3.000000	2.195129	-0.251587	0.646639	-0.501833	1.148472
0.617000	0.383000	3.000000	2.199123	-0.251831	0.646207	-0.501606	1.147812
0.618000	0.382000	3.000000	2.203138	-0.252076	0.645776	-0.501379	1.147155
0.619000	0.381000	3.000000	2.207174	-0.252323	0.645346	-0.501154	1.146501
0.620000	0.380000	3.000000	2.211231	-0.252571	0.644918	-0.500930	1.145848
0.621000	0.379000	3.000000	2.215310	-0.252820	0.644491	-0.500708	1.145199
0.622000	0.378000	3.000000	2.219411	-0.253070	0.644065	-0.500486	1.144551
0.623000	0.377000	3.000000	2.223533	-0.253322	0.643641	-0.500266	1.143907
0.624000	0.376000	3.000000	2.227678	-0.253575	0.643218	-0.500047	1.143265
0.625000	0.375000	3.000000	2.231844	-0.253830	0.642796	-0.499829	1.142625
0.626000	0.374000	3.000000	2.236033	-0.254086	0.642375	-0.499613	1.141988
0.627000	0.373000	3.000000	2.240245	-0.254343	0.641956	-0.499398	1.141354
0.628000	0.372000	3.000000	2.244480	-0.254601	0.641537	-0.499184	1.140722
0.629000	0.371000	3.000000	2.248737	-0.254862	0.641121	-0.498972	1.140092
0.630000	0.370000	3.000000	2.253018	-0.255123	0.640705	-0.498761	1.139466
0.631000	0.369000	3.000000	2.257321	-0.255386	0.640291	-0.498551	1.138842
0.632000	0.368000	3.000000	2.261649	-0.255650	0.639878	-0.498342	1.138221
0.633000	0.367000	3.000000	2.266000	-0.255916	0.639467	-0.498135	1.137602
0.634000	0.366000	3.000000	2.270375	-0.256183	0.639057	-0.497930	1.136987
0.635000	0.365000	3.000000	2.274774	-0.256452	0.638648	-0.497725	1.136374
0.636000	0.364000	3.000000	2.279197	-0.256722	0.638241	-0.497522	1.135763
0.637000	0.363000	3.000000	2.283645	-0.256994	0.637835	-0.497321	1.135156
0.638000	0.362000	3.000000	2.288118	-0.257267	0.637431	-0.497120	1.134551
0.639000	0.361000	3.000000	2.292616	-0.257542	0.637028	-0.496922	1.133950
0.640000	0.360000	3.000000	2.297138	-0.257818	0.636626	-0.496724	1.133351
0.641000	0.359000	3.000000	2.301686	-0.258096	0.636226	-0.496529	1.132755
0.642000	0.358000	3.000000	2.306260	-0.258375	0.635828	-0.496334	1.132162
0.643000	0.357000	3.000000	2.310859	-0.258656	0.635431	-0.496141	1.131572
0.644000	0.356000	3.000000	2.315484	-0.258939	0.635035	-0.495950	1.130985
0.645000	0.355000	3.000000	2.320136	-0.259223	0.634641	-0.495760	1.130401
0.646000	0.354000	3.000000	2.324814	-0.259509	0.634248	-0.495572	1.129820
0.647000	0.353000	3.000000	2.329518	-0.259796	0.633857	-0.495385	1.129242
0.648000	0.352000	3.000000	2.334250	-0.260085	0.633467	-0.495199	1.128667
0.649000	0.351000	3.000000	2.339009	-0.260376	0.633079	-0.495016	1.128095
0.650000	0.350000	3.000000	2.343794	-0.260668	0.632693	-0.494833	1.127526
0.651000	0.349000	3.000000	2.348608	-0.260962	0.632308	-0.494653	1.126961
0.652000	0.348000	3.000000	2.353449	-0.261258	0.631925	-0.494474	1.126399
0.653000	0.347000	3.000000	2.358319	-0.261555	0.631543	-0.494296	1.125839
0.654000	0.346000	3.000000	2.363217	-0.261854	0.631163	-0.494120	1.125284
0.655000	0.345000	3.000000	2.368143	-0.262155	0.630785	-0.493946	1.124731
0.656000	0.344000	3.000000	2.373098	-0.262458	0.630408	-0.493774	1.124182
0.657000	0.343000	3.000000	2.378082	-0.262762	0.630033	-0.493603	1.123636
