u_1	u_2	z_1	z_2	Obj	ϕ_1	ϕ_2
0.658000	0.342000	3.000000	2.383096	-0.263069	0.629660	-0.493433	1.123093
0.659000	0.341000	3.000000	2.388139	-0.263377	0.629288	-0.493266	1.122554
0.660000	0.340000	3.000000	2.393211	-0.263687	0.628918	-0.493100	1.122018
0.661000	0.339000	3.000000	2.398314	-0.263998	0.628550	-0.492936	1.121486
0.662000	0.338000	3.000000	2.403448	-0.264312	0.628183	-0.492774	1.120957
0.663000	0.337000	3.000000	2.408612	-0.264627	0.627819	-0.492613	1.120432
0.664000	0.336000	3.000000	2.413807	-0.264945	0.627456	-0.492454	1.119910
0.665000	0.335000	3.000000	2.419033	-0.265264	0.627095	-0.492297	1.119392
0.666000	0.334000	3.000000	2.424291	-0.265585	0.626735	-0.492142	1.118877
0.667000	0.333000	3.000000	2.429580	-0.265908	0.626378	-0.491988	1.118366
0.668000	0.332000	3.000000	2.434901	-0.266233	0.626022	-0.491837	1.117859
0.669000	0.331000	3.000000	2.440255	-0.266560	0.625668	-0.491687	1.117355
0.670000	0.330000	3.000000	2.445642	-0.266889	0.625316	-0.491539	1.116855
0.671000	0.329000	3.000000	2.451061	-0.267220	0.624966	-0.491393	1.116359
0.672000	0.328000	3.000000	2.456514	-0.267553	0.624618	-0.491249	1.115867
0.673000	0.327000	3.000000	2.462000	-0.267889	0.624272	-0.491107	1.115379
0.674000	0.326000	3.000000	2.467520	-0.268226	0.623927	-0.490967	1.114894
0.675000	0.325000	3.000000	2.473074	-0.268565	0.623585	-0.490828	1.114413
0.676000	0.324000	3.000000	2.478663	-0.268906	0.623245	-0.490692	1.113937
0.677000	0.323000	3.000000	2.484286	-0.269250	0.622906	-0.490558	1.113464
0.678000	0.322000	3.000000	2.489945	-0.269596	0.622570	-0.490425	1.112995
0.679000	0.321000	3.000000	2.495639	-0.269943	0.622236	-0.490295	1.112531
0.680000	0.320000	3.000000	2.501369	-0.270293	0.621904	-0.490167	1.112070
0.681000	0.319000	3.000000	2.507135	-0.270646	0.621573	-0.490040	1.111614
0.682000	0.318000	3.000000	2.512938	-0.271000	0.621245	-0.489916	1.111162
0.683000	0.317000	3.000000	2.518777	-0.271357	0.620919	-0.489794	1.110714
0.684000	0.316000	3.000000	2.524654	-0.271716	0.620596	-0.489675	1.110270
0.685000	0.315000	3.000000	2.530568	-0.272077	0.620274	-0.489557	1.109831
0.686000	0.314000	3.000000	2.536520	-0.272441	0.619954	-0.489441	1.109396
0.687000	0.313000	3.000000	2.542511	-0.272806	0.619637	-0.489328	1.108965
0.688000	0.312000	3.000000	2.548540	-0.273175	0.619322	-0.489217	1.108539
0.689000	0.311000	3.000000	2.554608	-0.273545	0.619009	-0.489108	1.108117
0.690000	0.310000	3.000000	2.560715	-0.273918	0.618699	-0.489001	1.107700
0.691000	0.309000	3.000000	2.566862	-0.274294	0.618390	-0.488897	1.107287
0.692000	0.308000	3.000000	2.573050	-0.274672	0.618084	-0.488795	1.106879
0.693000	0.307000	3.000000	2.579278	-0.275052	0.617781	-0.488695	1.106476
0.694000	0.306000	3.000000	2.585547	-0.275435	0.617479	-0.488597	1.106077
0.695000	0.305000	3.000000	2.591857	-0.275821	0.617181	-0.488502	1.105683
0.696000	0.304000	3.000000	2.598209	-0.276209	0.616884	-0.488410	1.105294
0.697000	0.303000	3.000000	2.604604	-0.276599	0.616590	-0.488319	1.104909
0.698000	0.302000	3.000000	2.611041	-0.276993	0.616298	-0.488232	1.104530
0.699000	0.301000	3.000000	2.617521	-0.277388	0.616009	-0.488146	1.104155
0.700000	0.300000	3.000000	2.624044	-0.277787	0.615722	-0.488063	1.103786
0.701000	0.299000	3.000000	2.630612	-0.278188	0.615438	-0.487983	1.103421
0.702000	0.298000	3.000000	2.637223	-0.278592	0.615157	-0.487905	1.103062
0.703000	0.297000	3.000000	2.643880	-0.278999	0.614878	-0.487830	1.102707
0.704000	0.296000	3.000000	2.650582	-0.279408	0.614601	-0.487757	1.102358
0.705000	0.295000	3.000000	2.657330	-0.279820	0.614327	-0.487687	1.102014
0.706000	0.294000	3.000000	2.664124	-0.280235	0.614056	-0.487620	1.101676
0.707000	0.293000	3.000000	2.670964	-0.280653	0.613788	-0.487555	1.101343
0.708000	0.292000	3.000000	2.677852	-0.281074	0.613522	-0.487493	1.101015
0.709000	0.291000	3.000000	2.684787	-0.281497	0.613259	-0.487434	1.100692
0.710000	0.290000	3.000000	2.691771	-0.281924	0.612999	-0.487377	1.100376
0.711000	0.289000	3.000000	2.698803	-0.282353	0.612741	-0.487323	1.100064
0.712000	0.288000	3.000000	2.705885	-0.282786	0.612486	-0.487272	1.099759
0.713000	0.287000	3.000000	2.713016	-0.283222	0.612235	-0.487224	1.099459
0.714000	0.286000	3.000000	2.720197	-0.283660	0.611986	-0.487179	1.099165
0.715000	0.285000	3.000000	2.727429	-0.284102	0.611740	-0.487137	1.098876
0.716000	0.284000	3.000000	2.734712	-0.284547	0.611497	-0.487097	1.098594
0.717000	0.283000	3.000000	2.742048	-0.284995	0.611257	-0.487061	1.098317
0.718000	0.282000	3.000000	2.749435	-0.285446	0.611019	-0.487027	1.098047
0.719000	0.281000	3.000000	2.756876	-0.285901	0.610785	-0.486997	1.097782
0.720000	0.280000	3.000000	2.764370	-0.286359	0.610554	-0.486969	1.097524
0.721000	0.279000	3.000000	2.771918	-0.286820	0.610327	-0.486945	1.097272
0.722000	0.278000	3.000000	2.779521	-0.287284	0.610102	-0.486924	1.097026
0.723000	0.277000	3.000000	2.787179	-0.287752	0.609880	-0.486906	1.096786
0.724000	0.276000	3.000000	2.794893	-0.288223	0.609662	-0.486891	1.096553
0.725000	0.275000	3.000000	2.802664	-0.288698	0.609447	-0.486880	1.096326
0.726000	0.274000	3.000000	2.810492	-0.289176	0.609235	-0.486871	1.096106
0.727000	0.273000	3.000000	2.818377	-0.289658	0.609027	-0.486866	1.095893
0.728000	0.272000	3.000000	2.826321	-0.290143	0.608821	-0.486865	1.095686
0.729000	0.271000	3.000000	2.834324	-0.290632	0.608620	-0.486866	1.095486
0.730000	0.270000	3.000000	2.842387	-0.291124	0.608421	-0.486871	1.095293
0.731000	0.269000	3.000000	2.850510	-0.291620	0.608226	-0.486880	1.095106
0.732000	0.268000	3.000000	2.858694	-0.292120	0.608035	-0.486892	1.094927
0.733000	0.267000	3.000000	2.866940	-0.292624	0.607847	-0.486908	1.094755
0.734000	0.266000	3.000000	2.875248	-0.293132	0.607663	-0.486927	1.094590
0.735000	0.265000	3.000000	2.883620	-0.293643	0.607482	-0.486950	1.094432
0.736000	0.264000	3.000000	2.892055	-0.294158	0.607306	-0.486976	1.094282
0.737000	0.263000	3.000000	2.900555	-0.294677	0.607132	-0.487006	1.094139
0.738000	0.262000	3.000000	2.909121	-0.295201	0.606963	-0.487040	1.094003
0.739000	0.261000	3.000000	2.917753	-0.295728	0.606797	-0.487078	1.093875
0.740000	0.260000	3.000000	2.926451	-0.296259	0.606635	-0.487119	1.093755
0.741000	0.259000	3.000000	2.935217	-0.296795	0.606477	-0.487165	1.093642
0.742000	0.258000	3.000000	2.944052	-0.297334	0.606323	-0.487214	1.093537
0.743000	0.257000	3.000000	2.952956	-0.297878	0.606173	-0.487267	1.093440
0.744000	0.256000	3.000000	2.961930	-0.298426	0.606027	-0.487324	1.093352
0.745000	0.255000	3.000000	2.970975	-0.298979	0.605885	-0.487386	1.093271
0.746000	0.254000	3.000000	2.980092	-0.299536	0.605748	-0.487451	1.093199
0.747000	0.253000	3.000000	2.989282	-0.300097	0.605614	-0.487521	1.093135
0.748000	0.252000	3.000000	2.998545	-0.300663	0.605485	-0.487594	1.093079
0.749000	0.251000	3.000000	3.000000	-0.300333	0.605358	-0.486027	1.091385
0.750000	0.250000	3.000000	3.000000	-0.299832	0.605232	-0.484155	1.089387
0.751000	0.249000	3.000000	3.000000	-0.299328	0.605106	-0.482284	1.087389
0.752000	0.248000	3.000000	3.000000	-0.298819	0.604980	-0.480412	1.085392
0.753000	0.247000	3.000000	3.000000	-0.298306	0.604854	-0.478541	1.083396
0.754000	0.246000	3.000000	3.000000	-0.297789	0.604729	-0.476670	1.081400
0.755000	0.245000	3.000000	3.000000	-0.297268	0.604604	-0.474800	1.079404
0.756000	0.244000	3.000000	3.000000	-0.296743	0.604479	-0.472930	1.077409
0.757000	0.243000	3.000000	3.000000	-0.296213	0.604355	-0.471060	1.075415
0.758000	0.242000	3.000000	3.000000	-0.295679	0.604231	-0.469190	1.073421
0.759000	0.241000	3.000000	3.000000	-0.295140	0.604107	-0.467320	1.071427
0.760000	0.240000	3.000000	3.000000	-0.294597	0.603983	-0.465451	1.069435
0.761000	0.239000	3.000000	3.000000	-0.294050	0.603860	-0.463582	1.067443
0.762000	0.238000	3.000000	3.000000	-0.293497	0.603737	-0.461714	1.065451
0.763000	0.237000	3.000000	3.000000	-0.292940	0.603615	-0.459845	1.063460
0.764000	0.236000	3.000000	3.000000	-0.292379	0.603492	-0.457977	1.061470
0.765000	0.235000	3.000000	3.000000	-0.291812	0.603370	-0.456110	1.059480
0.766000	0.234000	3.000000	3.000000	-0.291241	0.603248	-0.454242	1.057491
0.767000	0.233000	3.000000	3.000000	-0.290665	0.603127	-0.452375	1.055502
0.768000	0.232000	3.000000	3.000000	-0.290084	0.603006	-0.450508	1.053514
0.769000	0.231000	3.000000	3.000000	-0.289498	0.602885	-0.448642	1.051527
0.770000	0.230000	3.000000	3.000000	-0.288907	0.602765	-0.446776	1.049540
0.771000	0.229000	3.000000	3.000000	-0.288310	0.602644	-0.444910	1.047554
0.772000	0.228000	3.000000	3.000000	-0.287709	0.602525	-0.443044	1.045569
0.773000	0.227000	3.000000	3.000000	-0.287102	0.602405	-0.441179	1.043584
0.774000	0.226000	3.000000	3.000000	-0.286489	0.602286	-0.439314	1.041600
0.775000	0.225000	3.000000	3.000000	-0.285872	0.602167	-0.437450	1.039617
0.776000	0.224000	3.000000	3.000000	-0.285248	0.602049	-0.435585	1.037634
0.777000	0.223000	3.000000	3.000000	-0.284619	0.601931	-0.433721	1.035652
0.778000	0.222000	3.000000	3.000000	-0.283985	0.601813	-0.431858	1.033671
0.779000	0.221000	3.000000	3.000000	-0.283345	0.601696	-0.429995	1.031691
0.780000	0.220000	3.000000	3.000000	-0.282699	0.601579	-0.428132	1.029711
0.781000	0.219000	3.000000	3.000000	-0.282047	0.601462	-0.426270	1.027732
0.782000	0.218000	3.000000	3.000000	-0.281389	0.601346	-0.424408	1.025754
0.783000	0.217000	3.000000	3.000000	-0.280724	0.601230	-0.422546	1.023776
0.784000	0.216000	3.000000	3.000000	-0.280054	0.601115	-0.420685	1.021799
0.785000	0.215000	3.000000	3.000000	-0.279378	0.601000	-0.418824	1.019823
0.786000	0.214000	3.000000	3.000000	-0.278695	0.600885	-0.416963	1.017848
0.787000	0.213000	3.000000	3.000000	-0.278006	0.600771	-0.415103	1.015874
0.788000	0.212000	3.000000	3.000000	-0.277310	0.600657	-0.413243	1.013901
0.789000	0.211000	3.000000	3.000000	-0.276608	0.600544	-0.411384	1.011928
0.790000	0.210000	3.000000	3.000000	-0.275899	0.600431	-0.409525	1.009956
0.791000	0.209000	3.000000	3.000000	-0.275183	0.600319	-0.407667	1.007985
0.792000	0.208000	3.000000	3.000000	-0.274460	0.600206	-0.405809	1.006015
0.793000	0.207000	3.000000	3.000000	-0.273731	0.600095	-0.403951	1.004046
0.794000	0.206000	3.000000	3.000000	-0.272994	0.599984	-0.402094	1.002078
0.795000	0.205000	3.000000	3.000000	-0.272250	0.599873	-0.400237	1.000110
0.796000	0.204000	3.000000	3.000000	-0.271499	0.599763	-0.398381	0.998144
0.797000	0.203000	3.000000	3.000000	-0.270740	0.599653	-0.396525	0.996178
0.798000	0.202000	3.000000	3.000000	-0.269974	0.599544	-0.394670	0.994214
0.799000	0.201000	3.000000	3.000000	-0.269200	0.599435	-0.392815	0.992250
0.800000	0.200000	3.000000	3.000000	-0.268419	0.599327	-0.390961	0.990287
0.801000	0.199000	3.000000	3.000000	-0.267629	0.599219	-0.389107	0.988326
0.802000	0.198000	3.000000	3.000000	-0.266832	0.599112	-0.387253	0.986365
0.803000	0.197000	3.000000	3.000000	-0.266027	0.599005	-0.385400	0.984405
0.804000	0.196000	3.000000	3.000000	-0.265213	0.598899	-0.383548	0.982447
0.805000	0.195000	3.000000	3.000000	-0.264391	0.598793	-0.381696	0.980489
0.806000	0.194000	3.000000	3.000000	-0.263560	0.598688	-0.379845	0.978533
0.807000	0.193000	3.000000	3.000000	-0.262721	0.598584	-0.377994	0.976578
0.808000	0.192000	3.000000	3.000000	-0.261873	0.598480	-0.376144	0.974623
0.809000	0.191000	3.000000	3.000000	-0.261017	0.598376	-0.374294	0.972670
0.810000	0.190000	3.000000	3.000000	-0.260151	0.598273	-0.372445	0.970718
0.811000	0.189000	3.000000	3.000000	-0.259276	0.598171	-0.370596	0.968767
0.812000	0.188000	3.000000	3.000000	-0.258392	0.598069	-0.368748	0.966818
0.813000	0.187000	3.000000	3.000000	-0.257498	0.597968	-0.366901	0.964869
0.814000	0.186000	3.000000	3.000000	-0.256595	0.597868	-0.365054	0.962922
0.815000	0.185000	3.000000	3.000000	-0.255681	0.597768	-0.363208	0.960976
0.816000	0.184000	3.000000	3.000000	-0.254758	0.597669	-0.361362	0.959031
0.817000	0.183000	3.000000	3.000000	-0.253825	0.597570	-0.359517	0.957088
0.818000	0.182000	3.000000	3.000000	-0.252882	0.597472	-0.357673	0.955145
0.819000	0.181000	3.000000	3.000000	-0.251928	0.597375	-0.355829	0.953204
0.820000	0.180000	3.000000	3.000000	-0.250964	0.597279	-0.353986	0.951265
0.821000	0.179000	3.000000	3.000000	-0.249988	0.597183	-0.352144	0.949327
0.822000	0.178000	3.000000	3.000000	-0.249002	0.597088	-0.350302	0.947390
0.823000	0.177000	3.000000	3.000000	-0.248005	0.596993	-0.348461	0.945454
0.824000	0.176000	3.000000	3.000000	-0.246996	0.596900	-0.346621	0.943520
0.825000	0.175000	3.000000	3.000000	-0.245976	0.596807	-0.344781	0.941588
0.826000	0.174000	3.000000	3.000000	-0.244944	0.596715	-0.342942	0.939657
0.827000	0.173000	3.000000	3.000000	-0.243900	0.596623	-0.341104	0.937727
0.828000	0.172000	3.000000	3.000000	-0.242844	0.596532	-0.339267	0.935799
0.829000	0.171000	3.000000	3.000000	-0.241776	0.596443	-0.337430	0.933873
0.830000	0.170000	3.000000	3.000000	-0.240695	0.596354	-0.335595	0.931948
0.831000	0.169000	3.000000	3.000000	-0.239601	0.596265	-0.333760	0.930025
0.832000	0.168000	3.000000	3.000000	-0.238494	0.596178	-0.331925	0.928103
0.833000	0.167000	3.000000	3.000000	-0.237374	0.596091	-0.330092	0.926183
0.834000	0.166000	3.000000	3.000000	-0.236241	0.596006	-0.328259	0.924265
0.835000	0.165000	3.000000	3.000000	-0.235093	0.595921	-0.326428	0.922349
0.836000	0.164000	3.000000	3.000000	-0.233932	0.595837	-0.324597	0.920434
0.837000	0.163000	3.000000	3.000000	-0.232756	0.595754	-0.322767	0.918521
0.838000	0.162000	3.000000	3.000000	-0.231566	0.595672	-0.320938	0.916610
0.839000	0.161000	3.000000	3.000000	-0.230361	0.595591	-0.319110	0.914701
0.840000	0.160000	3.000000	3.000000	-0.229141	0.595511	-0.317283	0.912794
0.841000	0.159000	3.000000	3.000000	-0.227906	0.595432	-0.315457	0.910888
0.842000	0.158000	3.000000	3.000000	-0.226655	0.595354	-0.313631	0.908985
0.843000	0.157000	3.000000	3.000000	-0.225388	0.595276	-0.311807	0.907083
0.844000	0.156000	3.000000	3.000000	-0.224105	0.595200	-0.309984	0.905184
0.845000	0.155000	3.000000	3.000000	-0.222805	0.595125	-0.308162	0.903287
0.846000	0.154000	3.000000	3.000000	-0.221489	0.595051	-0.306340	0.901392
0.847000	0.153000	3.000000	3.000000	-0.220155	0.594979	-0.304520	0.899499
0.848000	0.152000	3.000000	3.000000	-0.218803	0.594907	-0.302701	0.897608
0.849000	0.151000	3.000000	3.000000	-0.217434	0.594836	-0.300883	0.895720
0.850000	0.150000	3.000000	3.000000	-0.216046	0.594767	-0.299067	0.893834
0.851000	0.149000	3.000000	3.000000	-0.214640	0.594699	-0.297251	0.891950
0.852000	0.148000	3.000000	3.000000	-0.213215	0.594632	-0.295437	0.890068
0.853000	0.147000	3.000000	3.000000	-0.211770	0.594566	-0.293623	0.888189
0.854000	0.146000	3.000000	3.000000	-0.210306	0.594502	-0.291811	0.886313
0.855000	0.145000	3.000000	3.000000	-0.208821	0.594439	-0.290001	0.884439
0.856000	0.144000	3.000000	3.000000	-0.207316	0.594377	-0.288191	0.882568
0.857000	0.143000	3.000000	3.000000	-0.205789	0.594316	-0.286383	0.880699
0.858000	0.142000	3.000000	3.000000	-0.204241	0.594257	-0.284576	0.878833
0.859000	0.141000	3.000000	3.000000	-0.202671	0.594200	-0.282771	0.876970
0.860000	0.140000	3.000000	3.000000	-0.201079	0.594143	-0.280967	0.875110
0.861000	0.139000	3.000000	3.000000	-0.199464	0.594089	-0.279164	0.873253
0.862000	0.138000	3.000000	3.000000	-0.197825	0.594035	-0.277363	0.871398
0.863000	0.137000	3.000000	3.000000	-0.196162	0.593984	-0.275563	0.869547
0.864000	0.136000	3.000000	3.000000	-0.194475	0.593933	-0.273765	0.867698
0.865000	0.135000	3.000000	3.000000	-0.192763	0.593885	-0.271968	0.865853
0.866000	0.134000	3.000000	3.000000	-0.191025	0.593838	-0.270173	0.864011
0.867000	0.133000	3.000000	3.000000	-0.189261	0.593793	-0.268380	0.862173
0.868000	0.132000	3.000000	3.000000	-0.187471	0.593749	-0.266588	0.860337
0.869000	0.131000	3.000000	3.000000	-0.185653	0.593707	-0.264798	0.858505
0.870000	0.130000	3.000000	3.000000	-0.183807	0.593667	-0.263010	0.856677
0.871000	0.129000	3.000000	3.000000	-0.181932	0.593629	-0.261223	0.854853
0.872000	0.128000	3.000000	3.000000	-0.180028	0.593593	-0.259438	0.853032
0.873000	0.127000	3.000000	3.000000	-0.178094	0.593559	-0.257656	0.851214
0.874000	0.126000	3.000000	3.000000	-0.176130	0.593526	-0.255875	0.849401
0.875000	0.125000	3.000000	3.000000	-0.174134	0.593496	-0.254096	0.847592
0.876000	0.124000	3.000000	3.000000	-0.172105	0.593468	-0.252319	0.845787
0.877000	0.123000	3.000000	3.000000	-0.170044	0.593442	-0.250544	0.843985
0.878000	0.122000	3.000000	3.000000	-0.167949	0.593418	-0.248771	0.842189
0.879000	0.121000	3.000000	3.000000	-0.165819	0.593396	-0.247000	0.840396
0.880000	0.120000	3.000000	3.000000	-0.163653	0.593377	-0.245232	0.838608
0.881000	0.119000	3.000000	3.000000	-0.161451	0.593359	-0.243465	0.836825
0.882000	0.118000	3.000000	3.000000	-0.159212	0.593345	-0.241702	0.835046
0.883000	0.117000	3.000000	3.000000	-0.156935	0.593332	-0.239940	0.833272
0.884000	0.116000	3.000000	3.000000	-0.154618	0.593323	-0.238181	0.831504
0.885000	0.115000	3.000000	3.000000	-0.152261	0.593315	-0.236424	0.829740
0.886000	0.114000	3.000000	3.000000	-0.149862	0.593311	-0.234670	0.827981
0.887000	0.113000	3.000000	3.000000	-0.147421	0.593309	-0.232919	0.826228
0.888000	0.112000	3.000000	3.000000	-0.144936	0.593310	-0.231170	0.824480
0.889000	0.111000	3.000000	3.000000	-0.142407	0.593314	-0.229424	0.822738
0.890000	0.110000	3.000000	3.000000	-0.139831	0.593321	-0.227681	0.821002
0.891000	0.109000	3.000000	3.000000	-0.137208	0.593331	-0.225941	0.819272
0.892000	0.108000	3.000000	3.000000	-0.134537	0.593344	-0.224204	0.817548
0.893000	0.107000	3.000000	3.000000	-0.131815	0.593360	-0.222470	0.815830
0.894000	0.106000	3.000000	3.000000	-0.129043	0.593380	-0.220739	0.814119
0.895000	0.105000	3.000000	3.000000	-0.126217	0.593402	-0.219012	0.812414
0.896000	0.104000	3.000000	3.000000	-0.123337	0.593429	-0.217288	0.810717
0.897000	0.103000	3.000000	3.000000	-0.120401	0.593459	-0.215567	0.809026
0.898000	0.102000	3.000000	3.000000	-0.117407	0.593493	-0.213850	0.807343
0.899000	0.101000	3.000000	3.000000	-0.114354	0.593530	-0.212137	0.805667
0.900000	0.100000	3.000000	3.000000	-0.111239	0.593571	-0.210427	0.803998
0.901000	0.099000	3.000000	3.000000	-0.108062	0.593617	-0.208721	0.802338
0.902000	0.098000	3.000000	3.000000	-0.104820	0.593667	-0.207020	0.800686
0.903000	0.097000	3.000000	3.000000	-0.101511	0.593720	-0.205322	0.799043
0.904000	0.096000	3.000000	3.000000	-0.098133	0.593779	-0.203629	0.797408
0.905000	0.095000	3.000000	3.000000	-0.094683	0.593842	-0.201940	0.795782
0.906000	0.094000	3.000000	3.000000	-0.091160	0.593909	-0.200256	0.794165
0.907000	0.093000	3.000000	3.000000	-0.087562	0.593982	-0.198576	0.792558
0.908000	0.092000	3.000000	3.000000	-0.083885	0.594059	-0.196902	0.790961
0.909000	0.091000	3.000000	3.000000	-0.080127	0.594142	-0.195232	0.789374
0.910000	0.090000	3.000000	3.000000	-0.076285	0.594230	-0.193567	0.787798
0.911000	0.089000	3.000000	3.000000	-0.072357	0.594324	-0.191908	0.786232
0.912000	0.088000	3.000000	3.000000	-0.068340	0.594423	-0.190255	0.784678
0.913000	0.087000	3.000000	3.000000	-0.064230	0.594528	-0.188607	0.783136
0.914000	0.086000	3.000000	3.000000	-0.060024	0.594640	-0.186965	0.781605
0.915000	0.085000	3.000000	3.000000	-0.055720	0.594758	-0.185329	0.780087
0.916000	0.084000	3.000000	3.000000	-0.051312	0.594882	-0.183700	0.778582
0.917000	0.083000	3.000000	3.000000	-0.046798	0.595013	-0.182077	0.777091
0.918000	0.082000	3.000000	3.000000	-0.042175	0.595152	-0.180461	0.775613
0.919000	0.081000	3.000000	3.000000	-0.037436	0.595297	-0.178853	0.774150
0.920000	0.080000	3.000000	3.000000	-0.032579	0.595450	-0.177251	0.772702
0.921000	0.079000	3.000000	3.000000	-0.027599	0.595612	-0.175657	0.771269
0.922000	0.078000	3.000000	3.000000	-0.022491	0.595781	-0.174071	0.769852
0.923000	0.077000	3.000000	3.000000	-0.017251	0.595959	-0.172494	0.768453
0.924000	0.076000	3.000000	3.000000	-0.011872	0.596146	-0.170925	0.767070
0.925000	0.075000	3.000000	3.000000	-0.006349	0.596341	-0.169365	0.765706
0.926000	0.074000	3.000000	3.000000	-0.000677	0.596547	-0.167814	0.764361
0.927000	0.073000	3.000000	3.000000	0.005151	0.596763	-0.166273	0.763035
0.928000	0.072000	3.000000	3.000000	0.011141	0.596988	-0.164742	0.761730
0.929000	0.071000	3.000000	3.000000	0.017300	0.597225	-0.163221	0.760446
0.930000	0.070000	3.000000	3.000000	0.023635	0.597473	-0.161711	0.759185
0.931000	0.069000	3.000000	3.000000	0.030154	0.597733	-0.160213	0.757946
0.932000	0.068000	3.000000	3.000000	0.036865	0.598005	-0.158727	0.756732
0.933000	0.067000	3.000000	3.000000	0.043777	0.598291	-0.157253	0.755543
0.934000	0.066000	3.000000	3.000000	0.050899	0.598589	-0.155792	0.754381
0.935000	0.065000	3.000000	3.000000	0.058240	0.598902	-0.154344	0.753246
0.936000	0.064000	3.000000	3.000000	0.065811	0.599229	-0.152911	0.752141
0.937000	0.063000	3.000000	3.000000	0.073623	0.599572	-0.151493	0.751065
0.938000	0.062000	3.000000	3.000000	0.081688	0.599931	-0.150091	0.750022
0.939000	0.061000	3.000000	3.000000	0.090017	0.600307	-0.148705	0.749012
0.940000	0.060000	3.000000	3.000000	0.098625	0.600701	-0.147336	0.748037
0.941000	0.059000	3.000000	3.000000	0.107524	0.601114	-0.145986	0.747099
0.942000	0.058000	3.000000	3.000000	0.116732	0.601546	-0.144654	0.746200
0.943000	0.057000	3.000000	3.000000	0.126263	0.601999	-0.143343	0.745342
0.944000	0.056000	3.000000	3.000000	0.136135	0.602474	-0.142053	0.744527
0.945000	0.055000	3.000000	3.000000	0.146367	0.602972	-0.140785	0.743757
0.946000	0.054000	3.000000	3.000000	0.156979	0.603495	-0.139541	0.743036
0.947000	0.053000	3.000000	3.000000	0.167992	0.604043	-0.138321	0.742364
0.948000	0.052000	3.000000	3.000000	0.179430	0.604618	-0.137128	0.741747
0.949000	0.051000	3.000000	3.000000	0.191318	0.605223	-0.135963	0.741186
0.950000	0.050000	3.000000	3.000000	0.203682	0.605858	-0.134828	0.740686
0.951000	0.049000	3.000000	3.000000	0.216551	0.606525	-0.133724	0.740249
0.952000	0.048000	3.000000	3.000000	0.229959	0.607227	-0.132653	0.739880
0.953000	0.047000	3.000000	3.000000	0.243938	0.607966	-0.131618	0.739583
0.954000	0.046000	3.000000	3.000000	0.258527	0.608743	-0.130620	0.739363
0.955000	0.045000	3.000000	3.000000	0.273766	0.609563	-0.129663	0.739226
0.956000	0.044000	3.000000	3.000000	0.289699	0.610426	-0.128749	0.739176
0.957000	0.043000	3.000000	3.000000	0.306376	0.611338	-0.127881	0.739219
0.958000	0.042000	3.000000	3.000000	0.323849	0.612301	-0.127063	0.739364
0.959000	0.041000	3.000000	3.000000	0.342177	0.613318	-0.126297	0.739616
0.960000	0.040000	3.000000	3.000000	0.361424	0.614395	-0.125589	0.739984
0.961000	0.039000	3.000000	3.000000	0.381660	0.615535	-0.124942	0.740477
0.962000	0.038000	3.000000	3.000000	0.402966	0.616744	-0.124362	0.741105
0.963000	0.037000	3.000000	3.000000	0.425427	0.618026	-0.123853	0.741879
0.964000	0.036000	3.000000	3.000000	0.449139	0.619390	-0.123422	0.742811
0.965000	0.035000	3.000000	3.000000	0.474212	0.620840	-0.123075	0.743915
0.966000	0.034000	3.000000	3.000000	0.500764	0.622385	-0.122820	0.745205
0.967000	0.033000	3.000000	3.000000	0.528931	0.624034	-0.122665	0.746699
0.968000	0.032000	3.000000	3.000000	0.558866	0.625796	-0.122620	0.748416
0.969000	0.031000	3.000000	3.000000	0.590739	0.627683	-0.122695	0.750378
0.970000	0.030000	3.000000	3.000000	0.624745	0.629707	-0.122903	0.752610
0.971000	0.029000	3.000000	3.000000	0.661107	0.631881	-0.123257	0.755138
0.972000	0.028000	3.000000	3.000000	0.700076	0.634223	-0.123773	0.757996
0.973000	0.027000	3.000000	3.000000	0.741945	0.636751	-0.124468	0.761220
0.974000	0.026000	3.000000	3.000000	0.787050	0.639487	-0.125365	0.764852
0.975000	0.025000	3.000000	3.000000	0.835780	0.642455	-0.126486	0.768942
0.976000	0.024000	3.000000	3.000000	0.888591	0.645686	-0.127861	0.773547
0.977000	0.023000	3.000000	3.000000	0.946019	0.649212	-0.129522	0.778734
0.978000	0.022000	3.000000	3.000000	1.008695	0.653075	-0.131509	0.784585
0.979000	0.021000	3.000000	3.000000	1.077374	0.657323	-0.133869	0.791192
0.980000	0.020000	3.000000	3.000000	1.152963	0.662015	-0.136657	0.798673
0.981000	0.019000	3.000000	3.000000	1.236558	0.667221	-0.139943	0.807163
0.982000	0.018000	3.000000	3.000000	1.329504	0.673026	-0.143809	0.816834
0.983000	0.017000	3.000000	3.000000	1.433461	0.679538	-0.148358	0.827895
0.984000	0.016000	3.000000	3.000000	1.550510	0.686890	-0.153719	0.840609
0.985000	0.015000	3.000000	3.000000	1.683290	0.695251	-0.160057	0.855308
0.986000	0.014000	3.000000	3.000000	1.835202	0.704840	-0.167583	0.872422
0.987000	0.013000	3.000000	3.000000	2.010700	0.715942	-0.176572	0.892514
0.988000	0.012000	3.000000	3.000000	2.215740	0.728940	-0.187395	0.916334
0.989000	0.011000	3.000000	3.000000	2.458468	0.744356	-0.200556	0.944912
0.990000	0.010000	3.000000	3.000000	2.750325	0.762924	-0.216767	0.979691
0.991000	0.009000	3.000000	3.000000	3.000000	0.785498	-0.223486	1.008985
