Date,Maricopa County,Pima County,Pinal County,Yavapai County,Yuma County,Mohave County,Coconino County,Cochise County,Navajo County,Apache County,Gila County,Santa Cruz County,Graham County,La Paz County,Greenlee County
11/30/2020,345393.1206,251609.8503,266898.2871,378480.1008,186897.109,257933.5071,432735.8269,176739.0876,245969.5761,180717.5984,244442.1169,187389.6305,192776.6968,191992.8832,95143.91662
12/31/2020,350655.4298,256129.792,272569.8139,384883.422,190041.0221,261974.7092,440397.2502,178081.4889,251555.2871,183477.6752,248598.174,191235.6636,194056.4941,194440.421,95771.49391
1/31/2021,356201.3301,260474.7998,278418.179,390855.999,193295.3231,266228.2923,448074.0716,179712.0324,257471.5072,187241.1622,253304.0898,194941.1373,195742.306,196869.1454,96640.90022
2/28/2021,362026.1823,264343.6473,284486.2218,396820.7589,196732.7704,271078.2663,456802.0714,181783.9015,263737.1722,191953.3763,258871.8234,198595.3347,198108.6562,199767.0139,97527.75718
3/31/2021,368270.8102,268476.6491,291877.8023,403279.3125,200421.9509,277033.8263,466305.3281,183793.4142,270935.3919,197005.4229,264902.38,202107.7412,200780.566,202818.79,98814.20834
4/30/2021,374977.882,273148.1161,300488.3838,411011.2316,204292.3637,284361.2097,477049.0071,185992.6053,279214.5936,202167.7048,271326.7336,205735.5582,203578.0227,206565.3558,100214.8654
5/31/2021,382364.3198,278668.6922,310289.5591,420157.2937,208517.577,292424.297,488966.1034,188577.2363,288268.3783,207339.1993,277874.5219,209587.5222,206290.7184,210385.0849,102182.9288
6/30/2021,390433.9346,284634.6814,320434.7702,430275.2274,213150.7719,300544.8588,501895.8465,191913.0331,297060.403,213442.6592,284741.4636,214289.0853,209388.5995,215439.581,104572.0164
7/31/2021,398450.5373,290882.1646,330523.0828,439552.9525,217541.9343,307771.1449,513326.5053,195452.1675,304754.8558,219608.7272,291114.1836,218620.242,212658.7009,221066.421,106702.0553
8/31/2021,405940.2694,296547.7687,339835.5809,446627.3099,221042.7605,313715.7616,522112.7661,198551.1617,310482.001,225168.8092,296268.6409,222280.9629,215544.668,226783.9827,107665.8553
9/30/2021,412729.4054,301530.7882,347948.1619,451769.5522,223546.4395,317796.3422,527806.9275,201004.2967,314673.9025,229001.868,300683.7899,224641.5202,217723.0383,230996.0309,107353.8597
10/31/2021,419195.4838,305785.3841,355224.9316,456515.7637,225808.1111,320999.805,533750.9893,203009.7765,318008.5172,232172.8254,304748.3196,226542.3496,219464.7597,234227.778,106116.7921
11/30/2021,425596.9555,309774.7692,361931.7166,462023.9198,228445.319,323733.329,540016.6892,204984.8683,321837.3056,235251.3842,309671.9454,228262.5643,221448.9027,237424.3205,105479.9637
12/31/2021,431639.4741,313340.6348,367830.5271,467878.7922,231553.8182,326868.1966,547822.7841,206839.2704,325595.9019,239126.8742,314187.0804,229662.6737,223559.5743,241226.9924,105185.1897
1/31/2022,438232.4344,316666.5258,373428.7929,473856.9805,235812.3506,330295.8684,557436.569,209376.9332,329974.9832,243190.4865,318703.0963,232078.9927,225204.1089,244248.7639,106280.0606
2/28/2022,445541.7675,320530.5692,379568.605,480310.7965,241137.5418,334550.2068,570014.5937,212585.2772,334977.9971,247247.5933,323806.5111,235264.8879,226407.9524,246032.7158,107709.8588
3/31/2022,454072.9493,325343.3048,387047.5906,488626.3499,247175.3915,339833.818,585663.7471,216524.7829,341068.7698,250779.5532,330262.7922,239375.8423,227332.2525,247754.9119,109135.8343
4/30/2022,463118.382,331131.6337,395405.4802,498126.1141,253086.8571,346403.637,602185.1432,220633.2841,348417.8339,254452.0967,337730.0334,243893.3387,229267.4604,251043.5299,110699.3317
5/31/2022,472038.1292,337145.5927,403640.6594,507419.4953,258325.6779,353318.3966,616645.4381,224405.4751,356130.7558,258016.2195,344491.3807,248341.787,231776.2143,255821.1692,112769.9913
6/30/2022,479529.2057,342918.9122,410789.3251,514309.3077,263030.5603,359600.8312,626861.4286,228081.9764,363537.7264,261980.067,350166.6428,252903.6166,235264.5127,260877.9171,115640.8132
7/31/2022,483360.1761,346859.6792,414652.7384,516650.4882,266076.649,362960.0486,629698.9055,230215.6546,367465.3175,264028.562,353444.3952,255889.1106,237818.8675,265333.5273,116738.9169
8/31/2022,482830.9238,348040.4372,414238.8,514538.2782,267199.4224,362790.0596,625934.216,230588.4848,367647.2473,263829.8466,353905.816,257371.4779,238892.4725,268001.4658,116128.8658
9/30/2022,478417.7711,346662.7505,409455.7693,508782.6365,266863.6061,359802.1297,617320.4914,229530.4932,364346.1281,261457.3271,351345.3928,256791.5854,238278.592,268870.0998,113965.7374
10/31/2022,472699.6337,344816.4905,402693.3339,503239.8189,266415.4823,356444.0405,609701.2711,228376.5001,360435.352,259114.2859,347857.6336,255346.8671,237297.1679,267831.5941,111874.7956
11/30/2022,466531.7282,342868.3968,395131.2215,498012.2205,266111.4542,352551.774,603709.989,227307.497,356328.9088,257312.9364,344019.3925,253191.0002,236599.6047,265826.8479,110151.9326
12/31/2022,460027.7645,340748.5946,387315.5927,492927.7922,265386.9375,348191.1283,597885.2978,226043.9356,352175.5463,255399.1171,340003.8316,251177.0475,236115.1965,263191.4396,109138.9142
1/31/2023,454774.2193,338632.4484,380285.6177,488383.9323,263962.8494,344227.3161,593036.5265,226257.0947,349527.6101,254876.0925,338496.9452,249837.6667,236814.0742,262049.1453,111360.7799
2/28/2023,450999.5035,337698.6773,375252.2894,486213.3788,262908.7114,341655.3146,593997.632,227203.0791,348280.0262,255615.0627,338666.7309,249421.0411,237671.366,262336.2235,113989.8286
